Title,User_id,profileName,review/score,review/text
2005 Novel & Short Story Writer's Market,A23GFTVIETX7DS,Debbie Lee Wesselmann,5.0,"Every year Writer's Digest Books comes out with a new set of guides for writers, each containing updated entries and new articles. This particular guide is directed at fiction writers only; unlike in the more general Writer's Market, here literary journals publishing only poetry and magazines publishing only nonfiction are excluded, making it easier for fiction writers to navigate.Although the author interviews and craft articles are interesting, the market entries are the most valuable. Changes in editorial staff, focus, and the demise/birth of new markets every year necessitate buying each year's edition. Beginning writers will need to carefully read ""The Business of Fiction Writing"" while experienced writers will bypass most of the front matter to get right to the listings. Not all magazines and book publishers are listed here since the guide requires the cooperation of the publishers, but the compilation is extensive enough for most writers.The 2005 edition contains interviews with novelist Margaret Atwood, anthology editor Shannon Ravenel, literary editor Jill Adams, and graphic novelist David Mack. Of particular interest is a piece titled ""Premiere Voices"", where four authors, including The Kite Runner's Khaled Hosseini, describe their different paths to publication. Articles addressing individual genres (romance , mystery, sci-fi, horror, etc.), self-promotion, and craft and technique round out the front matter.As a published novelist and short story writer, I find the yearly listings mostly helpful for the placement of short fiction. Novelists would do better to get an agent first (see 2005 Guide to Literary Agents) unless they believe their fiction is better suited to a smaller press, in which case the listings here would be extremely helpful. Writers are advised to read each entry carefully to determine compatibility with their own writing.Highly recommended for writers trying to publish their fiction."
2005 Novel & Short Story Writer's Market,A3BVRA2QL3TIOQ,carl womack,4.0,"I've read and used the regular Writer's Market, and found this one to be of equal valuable. It gives you publisher's names, and addresses. Some note phone numbers, and many list email addresses and/or websites. This book can be an valuable tool in getting published. The first time I had an article published (and paid for it), was due to the fact that I obtained the address from the Writer's Market, and it's the same fine folks who publish this wonderful guide. But besides listing various publishers, it also contains information to help you get the best results in submitting your material. Information I might add, that has helped me tremendously.Now here is somethings everyone who writes (or would like to write) need to know; I took a course in college concerning creative writing. My teacher was an published author of several books, and ghost writes for a popular publication. She told everyone in the class that writers average 70 rejections before getting published. And that applies to both new writers, as well as seasoned pros. And let me state this about all you ""doubting Thomas'"" out there who say to yourselves, ""no one would ever publish anything I wrote"". You won't know until you try!!! And why be like a lot of people who, later in life, live with regrets because they didn't try. I cannont count the number of people who have beat astronomical odds and succeeded at getting their work published. So if you want a book that will help you to at least get your work looked at, you'll need this informative publication. The one question that has been brought up to me is ""How do I know they won't rip me off?"". Well, anything is possible, but I have never known anyone to be taken advantage of by publishers of this book. But if you find yourself hesitant to send in a manuscript, simply contact the US copyright office, fill out the proper forms, pay the fee, and have your work copyrighted. That way, you at least have some sort of documentation of your work. but let me stress again, I have never known of anyone using any of the Writer's Market publications to have been taken advantage of. So why not get this guide, and GO FOR IT!!!"
2005 Novel & Short Story Writer's Market,AQ40L2YGV7C42,FictionAddiction.NET,5.0,"You could spend countless hours looking for one publisher for your work on the Internet or you could spend a few minutes looking inside the 2005 Novel and Short Story Writer's Market and have a complete list of prospects. This year's guide has undergone a complete makeover to give the 25th edition an all-new look.You'll find complete contact information for book publishers, literary magazines, small circulation publications, online markets, consumer magazines, contests and awards, writers' conferences and other resources to help you get published. There's also a section on literary agents and if you're ready to seriously dig in and find an agent, the 2005 Guide to Literary Agents is also a must.Not only does each Novel and Short Story Writer's Market listing contain contact information, it also shows you exactly what type of work they're looking for, the format for your submission and terms of payment. Many listings also give you advice from that particular publisher on how to break into their market.There are a number of excellent resources in addition to the market opportunities. Articles covering everything from specific genres to self-promotion, plot structure to interviews with industry professionals, help the fiction writer not just find a market but to enhance their writing abilities as well.No matter what your writing experience level, if you're looking for a home for your fiction, the 2005 Novel and Short Story Writer's Market is your first step in seeking publication. This guide can help you find a long list of potential publishers specifically looking for your type of work, helping you submit your work to an appropriate publisher while also saving you time and money."
2005 Novel & Short Story Writer's Market,A3ULZ9V9RBTNYE,Pat Taylor,1.0,"This book was extremely disappointing for short story writers, I cannot speak for novelists. Three out of four of my regular markets that I use were not listed, not even the Reader's Digest. I had to use my old 2001 Writer's Market to find the website and current editors names. I really do not recommend it."
"23 Minutes In Hell: One Man's Story About What He Saw, Heard, and Felt in that Place of Torment",A14RWAJWZ76YTB,Donna Fealtman,5.0,We hear a great deal about Heaven but not much about Hell. Well written book and I would recommend it as an interesting read.
"23 Minutes In Hell: One Man's Story About What He Saw, Heard, and Felt in that Place of Torment",A3KIFPLKERIVIO,Lil,4.0,Anyone who thinks they are going to enjoy their friends with them in Hell are mistaken. There is no partying in Hell. It's unbearably hot...burning pain...screaming agony...prison cells...and DEMONS. This is no picnic! This is no laughing matter. This is what the author experienced. It changed his life!
"23 Minutes In Hell: One Man's Story About What He Saw, Heard, and Felt in that Place of Torment",A30LDE12SFO55S,Dianna Brown,2.0,"This gave me nightmares. Thank God, I am and always will belong to our Lord Jesus. For the Lord is our Shepherd and I am one of his flock."
"23 Minutes In Hell: One Man's Story About What He Saw, Heard, and Felt in that Place of Torment",A307K4N261CXL5,Michael D.,5.0,"Sobering confirmation of what we read in the Bible. Several people (ie. Mary K. Baxter) have shared the experience of ""visiting"" hell (or heaven). They all give basically the same testimony. Of course - they all saw the same thing. Time is running out for all of alive today. Best be getting busy having a relationship with our Savior, and not being a victim of Matthew 7:21 when He says ""I never knew you""."
"23 Minutes In Hell: One Man's Story About What He Saw, Heard, and Felt in that Place of Torment",ARSJWHDJGEZ2H,Ralph E. Slay,5.0,"Just like I wanted. You nailed it, Admiral.Just like I wanted. You nailed it, Admiral.Just like I wanted. You nailed it, Admiral."
"6 x H: Six stories (Pyramid SF, G-642)",A3E8QNDC7CV44,Paul Weiss,3.0,"Heinlein's 6xH is a collection of (would you believe it?) six of Heinlein's short stories ranging in tone from warmly optimistic and almost religious through paranormal mysticism all the way to hard core multi-dimensional (both space and time) sci-fi. Just as the tone and nature of the stories represent a wildly eclectic blend of plots and characters, the quality and credibility of the stories is all over the literary map as well! But, rest assured, it's all vintage Heinlein and will certainly appeal to Heinlein fans!The centre piece of the collection, The Unpleasant Profession of Jonathan Hoag (***), is a 125 page novella that, in a fashion vaguely reminiscent of Robert Louis Stevenson's Dr Jekyll and Mr Hyde, tells us of Hoag's total inability to recall what he does during the day. When he hires a very earthy and yet very warm and loving husband and wife team of detectives to follow him, we are treated to a sparkling story filled with superb dialogue, terrific suspense and first-rate characterization. Sadly, like a poorly written episode of The Twilight Zone, the story ultimately dissolves into a conclusion of meaningless metaphysical bafflegab that left me completely deflated as a reader and asking what happened.The Man Who Traveled in Elephants (*****), in a remarkably small number of words, not only describes a positively astonishing cross section of 1940s American cultural snippets but also clearly delivers the message that happiness both here on earth and ultimately in a heavenly after-life is in the eye of the beholder. Warm, uplifting, charming, believable and well-delivered without a trace of religious or preachy overtones. Wonderful, indeed!In ""---All You Zombies---"" (**), Heinlein has prepared a racy, adult-rated time travel tale that opens with a bartender, clearly a time traveler and recruiter for other potential time travelers, listening to a customer's tales of woe over his beer. Once again, Heinlein's dialogue is crisp and realistic as is the characterization but (and how ironic is this?) the story has not stood the test of time. Heinlein completely ignores the issue of time travel paradoxes and, as a result, the story ends up unresolved in a most unsatisfactory fashion.They (***) presents a morbid, dark and probably realistic vision of serious mental illness, or at least debilitating paranoia from the point of view of the suffering patient. The twist at the conclusion of the tale, while entertaining, is perhaps just a little too predictable and, frankly, is not sufficiently resolved to be completely satisfying.A whimsical flight of fancy, indeed, Our Fair City (*) tells the story of an animated whirlwind that seems to know its own mind and makes friends with Pete Perkins, an elderly all night parking attendant. While treating us to some truly inspired slapstick comedic moments, ultimately this childish whirlwind dwindles to a limpid zephyr and then just hits the doldrums.On the other hand, ""And He Built a Crooked House"" (****), also clearly intended as a lighthearted fantasy with a bent towards comedy succeeds in a walk. Heinlein gives us an out on the edge California (where else?) architect with an extraordinarily imaginative idea for his clients - a new age house designed as eight cubes stacked in the shape of a tesseract. Imagine the confusion when, in the middle of the guided tour, they are jostled by an earthquake tremor and their brand new home somehow collapses into the fourth dimension and folds back up into a hypercube. At once, funny, mind-bending, tantalizing, novel and provocative.An interesting, collection of stories that must be read by and I dare say will even appeal to diehard Heinlein fans in order for them to say they've read it all. But, for my money, I'll call it a very average rating overall as science fiction goes and a disappointment coming from the pen of a master such as Heinlein.Paul Weiss"
"6 x H: Six stories (Pyramid SF, G-642)",AD4XBTBQYQBT3,s.ferber,4.0,"Robert A. Heinlein, certainly one of the most influential authors in sci-fi history, was also one of the most celebrated. As reported in ""The Science Fiction Encyclopedia,"" Heinlein was the guest of honor at three World SF Conventions, received the first Grand Master Nebula Award, and was selected ""best all-time author"" in many readers' polls. His four Hugo awards for Best Novel is a record that stands to this day, and in his long and prolific career, the man wrote 32 novels (13 of them juveniles) and 58 short stories. (Go to the RAH Home Page for the complete bibliography.) In 1959, six of those shorter pieces were collected in what was to later be appropriately titled ""6XH,"" consisting of tales written between 1941 and 1959. Most of these tales are rather fantasy oriented and not really sci-fi, and indeed, all six appear in a larger collection called ""The Fantasies of Robert A. Heinlein."" The collection kicks off with the longest tale of the bunch, ""The Unpleasant Profession of Jonathan Hoag"" (which first appeared in ""Unknown Worlds""; 10/42). In this novella-length story, a prim and fussy man hires a detective couple (that Heinlein obviously based on Nick and Nora Charles) to find out just what he does for a living. The little man is an amnesiac, it seems, and pretty soon our detecting couple is involved in a very bizarre case involving apparent hypnotism, hallucinations, the kidnapping of souls and the mirror-dwelling Sons of the Bird. The reader will never guess just where this one-of-a-kind story is going next, or the mystery of Jonathan Hoag's background. A way-out finale answers our many questions, but just barely. This tale, by the way, was chosen for inclusion in British critic David Pringle's book ""Modern Fantasy: The 100 Best Novels,"" despite its 105-page length. Yes, it IS that good. (This ""6XH"" collection, by the way, was originally called ""The Unpleasant Profession of Jonathan Hoag,"" but my 35-cent Pyramid paperback from 1961 carries the latter title, so I'm reviewing it here. Amazon readers who wish to see additional comments on this book are urged to look under the original title.) Next up is a short tale called ""The Man Who Traveled In Elephants"" (""Saturn""; 10/57), supposedly one of Heinlein's favorites. If I'm reading this tale correctly (and I suppose that the story is open to interpretation), the author is here suggesting that heaven is very similar to all the parades, state fairs, and expositions in the world rolled into one. This is a sweet little story, rich in detail, that features a warmly satisfying ending. ""All You Zombies"" (""The Magazine of Fantasy and Science Fiction""; 3/59) is one of the author's last short pieces, and was something of a head scratcher for yours truly. Supposedly a classic time paradox story, this one almost gave me a migraine as I tried in vain to figure out its loopy temporal conundrums. ""They"" (""Unknown""; 4/41) was much more satisfying for me. A man sits in a mental ward, convinced that he is different from every other human being in the world. Is he a raving paranoiac or rather on to a hideous worldwide conspiracy? Heinlein waits until the very end of this fun story before showing his hand. ""Our Fair City"" (""Weird Tales""; 1/49) is a very whimsical fantasy that is heavy on the humor. It tells the story of Kitten, a sentient whirlwind (as in spinning current of air) that helps to bring down the corrupt government in a nameless small city. This one really had me chuckling out loud, with its tough talk and outrageous situations. A very charming tale indeed. The collection winds up nicely with the much-celebrated ""'And He Built A Crooked House--'"" (""Astounding Science-Fiction""; 2/41). In this story, an eccentric architect builds a house in SoCal based on a tesseract, and succeeds in having this structure enter a fourth-dimensional wonderland, where our three-dimensional rules seem to be in abeyance. Things get pretty outre and hallucinatory by the end of this remarkable tale. Thus ends this very entertaining bunch of fantasies from one of sci-fi's foremost practitioners. By the book's end, most readers will be wishing it were called ""12XH,"" I have a feeling!"
"6 x H: Six stories (Pyramid SF, G-642)",A2MAB5Q4XA209W,"Patrick Shepherd ""hyperpat""",4.0,"Much of Heinlein's early writing was tied to his envisioned Future History, but he had a few stories that didn't fit into that mold, stories that frequently showed a different side of Heinlein, a more mystical, musing, fantastical side than what appeared in his standard science fiction fare. The stories here are part of this very different group.For some reason this edition of the book changed its title to the insipid ""6xH"". The original title, that of the longest story here, was considerably better, and the book contents are identical.""The Unpleasant Profession of Jonathon Hoag"" is a fairly long novella and first appeared in the Oct 1942 edition of Unknown magazine, as by ""John Riverside"" (one of about six of Heinlein's pseudonyms). Mr. Hoag has a problem: in the evenings he finds a curious reddish residue under his fingernails, and no memory of what he was doing during the day to get that residue. So he hires a husband and wife team of detectives to follow him around and find out what is really going on. The trail leads to non-existent 13th floors, some very shadowy characters who are part of the Order of the Bird, and a conclusion that reality really isn't what we think it is. Some good suspense, reasonable characterization, but the final answer that Heinlein presents may leave you feeling a little let down, and I had difficulty believing in the scenario.""They"", first printed in the April 1941 issue of Unknown, is a minor classic. Here is paranoia run rampant; the main character just knows that everything around him is just a setup meant to keep him ignorant of the true state of the world. Of course, it's only paranoia if such a belief is incorrect... One of his better early stories.""Our Fair City"" first appeared in the Jan 1949 issue of Weird Tales, and is an out-and-out fantasy, with an intelligent whirlwind used as an instrument to bring down a corrupt city government. Mildly amusing but a pretty slight effort.""The Man Who Traveled in Elephants"" was apparently written in 1948, but didn't get published till Oct 1957 in Saturn magazine. When I first read this, I thought it was a totally unremarkable, very quiet story, detailing a man and his wife who travel to all the various county/state fairs; the sights, sounds, and exhibits of such affairs. By the end of the story it is clear that this is the man's version of heaven. Reading this again, I begin to wonder if this story is actually a key to Heinlein's personal beliefs about both the hereafter and the reasons for living, and the story is actually quite charming and heart-warming.""...And He Built a Crooked House"" first appeared in Feb 1941 issue of Astounding; as such it's the earliest work in this collection. It's all about an architect who designs and builds an 'exploded' three-dimensional version of a four-dimensional tesseract, then has it collapse into a real four-dimensional house when one of California's innumerable earthquakes strikes. A minor piece, though it will warp your mind a bit, and has some historical interest as the street where this house was supposedly built is the one Heinlein was living on when this was written.""...All You Zombies"" is the newest story here, first published in the March, 1959 issue of Fantasy & Science Fiction. It's also, for my money, the best and most inventive story of the bunch, and possibly the ultimate in time-travel stories. Starting from a bartender listening to one of his (male) customers complain about how tough life is in the ""True Confession"" writing racket, it proceeds to be the complete answer (at least for one person) to the question of the beginning of everything and to the inherent paradoxes of time travel. Warning: this is not a children's story, some of the situations described within it probably make it unsuitable for anyone younger than mid-teens.As a group, these stories are a mixed bag. They show inventiveness in plot and theme, are all at least reasonably well written, but some cross the line of believability, others make too minor a point to be really good stories. Still, a very different set of stories from what some call the greatest science fiction writer, ever.--- Reviewed by Patrick Shepherd (hyperpat)"
"6 x H: Six stories (Pyramid SF, G-642)",AYOKQIZSC3P95,K. Yuen,3.0,"also published as ""The Unpleasant Profession of Jonathan Hoag""All the stories are reasonably well-written and executed. The stories mostly lean towards the philosophical and supernatural--can't get more specific without giving away the endings. Only two would be classified as science fiction. The first story (The Unpleasant Profession of Jonathan Hoag) runs over 100 pages. The other five are much shorter, and run between 10-20 pages each. The cover art is very goofy and utterly irrelevant.The Jonathan Hoag story begins with an interesting premise--Jonathan Hoag is only aware of himself in the evenings, and has no idea what he does during the daytime. He hires a private detective to tail him . . . it evolves into a supernatural horror-suspense mystery.""The Man Who Traveled in Elephants"" is poignant and sweet.""All You Zombies"" is a time travel story which features an interesting twist. The twist is unfeasible in reality, which may annoy some.""They"" features a guy in a mental hospital who thinks the world is designed to deceive him. Lots of philosophical ranting, which I found rather tedious, but some may enjoy it.""Our Fair City"" is extremely cute and playful; it features a living whirlwind named ""Kitten"" and centers around a newspaperman battling local government corruption.""And He Built a Crooked House"" is a straightforward concept scifi story involving four-dimensional space. Can't vouch for the accuracy of the concepts. Story is leavened with some humor, but I found this one a little dull."
"6 x H: Six stories (Pyramid SF, G-642)",A1BOJ7P7IEWGBT,"Daniel J. Hagerman ""milkboydanny""",5.0,"i was attending queens college in ny in 1994. i had just graduated from nassau community college in long island and was heading to this film class when i ran into an old friend from nassau comunity. he gave me this book before class began and i was reading it. i could not put it down and asked to borrow it. i took it home and would not put it down till i was finished. this book is incredible. it draws you in slowly and before you know it you cannot put the damn book down. it is addictive, intriguing and fascinating.there are six stories here. the first one is the longest. you may know it by another name. the other name is the unpleaqsant profession of johnathon hoag. what an incredible and weird story. it is the best becasue it is so strange and unusual. AWESOME STUFF!!!i read heinlein's job: comedy of justice and starship troopers. this book blows both away. i was bored with job and starship troopers movie is better than the book. the book is all anout the time in the military. there is little action and battle. i was so disappointed and bored. job was unfunny and it dragged on. again i was bored. this book is so different.you will not be sorry.p.sthe bird is cruel"
A Bite of Magic,A1OXJ3WZDTB80C,Clella B. Murray,5.0,Both the autor and publisher agree and the second printing of A Bite of Magic is in the more familiar Times Roman 12 point font. Am so glad Mr. Miller enjoyed the content.
A Bite of Magic,A7ZNUOP556CQS,Bruce M. Miller,3.0,"A nice little book. Slight, but fun. It deserves 4 stars, except for the typesetting, which is awful. The letters are closer to each other vertically than horizontally. This is good for languages you read vertically, but English reads horizontally."
A Bite of Magic,A12WFOJGIP673T,"""judith125""",5.0,"The author of these short stories has a wonderful sense of whimsy. The main character in this appealing little book is a charming elderly widow whose culinary concoctions are imbued with magic. Men fall in love with her, remarkable things happen in civic association and library committee meetings, etc. Recipes are included so that the reader might try to work the same kind of magic in his or her own kitchen. I loved it!"
A Bite of Magic,A12WFOJGIP673T,"""judith125""",5.0,"The author of these short stories has a wonderful sense of whimsy. The main character in this appealing little book is a charming elderly widow whose culinary concoctions are imbued with magic. Men fall in love with her, remarkable things happen in civic association and library committee meetings, etc. Recipes are included so that the reader might try to work the same kind of magic in his or her own kitchen. I loved it!"
A Bite of Magic,A2IPRREI1CRLRA,Karen K,5.0,"A delightful book: I can't remember when I've read a book that was so much fun! I felt like I knew many of the characters in the book. Interspersed within the story are several recipes that sound wonderful. I would like to try the pineapple squares, but since I have teenage boys at home I'll have to wait about 10 years. (When you read the book you will laugh and understand what I mean :-) .)"
A Breath of Snow and Ashes (Outlander),A2QZUL6S4T9LQT,Paul,5.0,This is one of the best books in the series . It flows well and truly keeps your interest. The characters come alive and the details enhance the main themes . Many questions are answered .
A Breath of Snow and Ashes (Outlander),A1M4MWCVZ1NJ3G,Kristen,5.0,"I absolutely love this series! Beautifully written. Lots of detail! History, romance, drama they have it all! I highly recommend this series!"
A Breath of Snow and Ashes (Outlander),AAQMU2UEXD34H,Miguelito,3.0,"Now that I'm reading it, some of the pages are coming out. Could've been something I did, but think not, I try to be careful not to spread the pages open too far, suspect a binding/glueing problem due to the large number of pages."
A Breath of Snow and Ashes (Outlander),A54Y9951E4GOF,DLynn,5.0,"There are numerous reviews of this book so I'll avoid being redundant. Just check out any 5 star review to get some detail. Gabaldon is such a great writer and this is one of her best. This was much better than Fiery Cross which was excellent in its own right, just we've come to expect so much from Gabaldon, anything less than the best is a letdown. Not fair to her, of course, but when her writing is like this one we love her all the more."
